# epoch,phone_train_mse,phone_train_pcc,phone_test_mse,phone_test_pcc,learning rate,utt_train_mse_accuracy,utt_train_mse_completeness,utt_train_mse_fluency,utt_train_mse_prosodic,utt_train_mse_total,utt_train_pcc_accuracy,utt_train_pcc_completeness,utt_train_pcc_fluency,utt_train_pcc_prosodic,utt_train_pcc_total,utt_test_mse_accuracy,utt_test_mse_completeness,utt_test_mse_fluency,utt_test_mse_prosodic,utt_test_mse_total,utt_test_pcc_accuracy,utt_test_pcc_completeness,utt_test_pcc_fluency,utt_test_pcc_prosodic,utt_test_pcc_total,word_train_pcc_accuracy,word_train_pcc_stress,word_train_pcc_total,word_test_pcc_accuracy,word_test_pcc_stress,word_test_pcc_total
1.000000000000000000e+01,1.139858514070510864e-01,6.279455424950274312e-01,9.894128888845443726e-02,5.861092515530426095e-01,1.000000000000000021e-03,8.025390654802322388e-02,7.934652268886566162e-03,6.075334548950195312e-02,5.696092545986175537e-02,7.365269958972930908e-02,7.758356297730456541e-01,8.523022315727886433e-02,7.814836575337493763e-01,7.737539447268969584e-01,7.917312151983307844e-01,8.633356541395187378e-02,1.413639821112155914e-02,6.645468622446060181e-02,6.097679585218429565e-02,8.052081614732742310e-02,7.158578783208248142e-01,4.154035052817869889e-01,7.350067620577259708e-01,7.414704786349188836e-01,7.392406085215371681e-01,5.719556911995700155e-01,2.309539269298495068e-01,5.838512501198163118e-01,5.108202109372430577e-01,2.857119410510172708e-01,5.242091101367473138e-01
1.100000000000000000e+01,1.051217392086982727e-01,6.386815515014935274e-01,9.100750833749771118e-02,5.957195209335729436e-01,1.000000000000000021e-03,4.425865411758422852e-02,2.187203150242567062e-03,3.731553256511688232e-02,3.578991815447807312e-02,4.048556089401245117e-02,7.845937219644288918e-01,4.810616774335205875e-02,7.868417576742566810e-01,7.807480207654771132e-01,7.986945371258959980e-01,4.597536101937294006e-02,1.005786005407571793e-02,3.712293133139610291e-02,3.667375817894935608e-02,4.321251809597015381e-02,7.204064952757888163e-01,3.530132373510177501e-01,7.414159393937063136e-01,7.496496038509276039e-01,7.460989655481437000e-01,5.885893351087093661e-01,2.147415195979252289e-01,5.986247078887264594e-01,5.248969285161901865e-01,2.916005581935733892e-01,5.371062554791469212e-01
1.200000000000000000e+01,1.047502607107162476e-01,6.443398583300601334e-01,9.163929522037506104e-02,6.001809878890895789e-01,1.000000000000000021e-03,4.432424157857894897e-02,1.024612225592136383e-03,3.781864792108535767e-02,3.529640659689903259e-02,4.027826339006423950e-02,7.883844265356992898e-01,5.182259312775625015e-02,7.888659903237031923e-01,7.835586727177689115e-01,8.028431694432492938e-01,4.739211127161979675e-02,9.503170847892761230e-03,3.975436463952064514e-02,3.673997148871421814e-02,4.399244859814643860e-02,7.233769269133960567e-01,3.203052212929400344e-01,7.408451319530303669e-01,7.505210419930316013e-01,7.490697901922350743e-01,5.933870695645880877e-01,2.301620829960478731e-01,6.043526506053538139e-01,5.267233227312948518e-01,3.071364789392003192e-01,5.398788971055397123e-01
1.300000000000000000e+01,1.085173562169075012e-01,6.414580134261907984e-01,8.815773576498031616e-02,6.027587581682262163e-01,1.000000000000000021e-03,4.419115930795669556e-02,1.686056377366185188e-03,3.787657618522644043e-02,3.525689616799354553e-02,4.007975012063980103e-02,7.907283556275087610e-01,5.326958062756752960e-02,7.871386660901872334e-01,7.828013558218791523e-01,8.040577871782564889e-01,4.557599872350692749e-02,1.022164989262819290e-02,3.774987533688545227e-02,3.591550141572952271e-02,4.230253770947456360e-02,7.201990777057699633e-01,2.851161523843526724e-01,7.407630125452028258e-01,7.511730100368083640e-01,7.481377827741217956e-01,5.977058549192323378e-01,2.004868051543814145e-01,6.089661993332833312e-01,5.348706664615191508e-01,2.849337070061779276e-01,5.474177085468177051e-01
1.400000000000000000e+01,1.125828251242637634e-01,6.405149577626394475e-01,9.081998467445373535e-02,6.038770089729142976e-01,1.000000000000000021e-03,4.341027513146400452e-02,2.977294847369194031e-03,3.735597431659698486e-02,3.607732057571411133e-02,3.988545387983322144e-02,7.900036732026318731e-01,-2.928925739404604836e-02,7.868621352900226906e-01,7.840833193196546924e-01,8.040207867373578843e-01,4.602170735597610474e-02,1.293085608631372452e-02,3.684280812740325928e-02,3.636250644922256470e-02,4.276159405708312988e-02,7.186275289552779277e-01,1.095946200402667103e-01,7.394995886005408803e-01,7.525588526793990374e-01,7.460673024148523069e-01,5.804209931353760954e-01,2.031968660084995104e-01,5.953883532759878250e-01,5.214258499854160789e-01,2.814714552077119958e-01,5.375095168501746734e-01
1.500000000000000000e+01,1.034345030784606934e-01,6.462028109198628689e-01,9.087049216032028198e-02,5.972749765148518408e-01,1.000000000000000021e-03,4.923557862639427185e-02,8.395648910664021969e-04,4.198227450251579285e-02,3.874490782618522644e-02,4.716371372342109680e-02,7.908270980821727747e-01,-1.532400763972503223e-02,7.858273183640216430e-01,7.829438300781246252e-01,8.060081074380566202e-01,5.526281893253326416e-02,9.725640527904033661e-03,4.579684510827064514e-02,4.138347879052162170e-02,5.395419895648956299e-02,7.214555880492233841e-01,2.864081370944767113e-01,7.358844073152545073e-01,7.486347422179879807e-01,7.451064593216972787e-01,5.872715210704649857e-01,2.318061984367209005e-01,6.002996769185190429e-01,5.143323722519116403e-01,2.970687130591800340e-01,5.294408398318165565e-01
1.600000000000000000e+01,9.986097365617752075e-02,6.545099829786091838e-01,8.619756996631622314e-02,6.089423613191948803e-01,1.000000000000000021e-03,4.193710908293724060e-02,1.119505614042282104e-03,3.660108894109725952e-02,3.506786376237869263e-02,3.857067227363586426e-02,7.980776771554058957e-01,5.062901680834652057e-02,7.906051977657843066e-01,7.866321533236664276e-01,8.101300241939112246e-01,4.649964720010757446e-02,9.817424230277538300e-03,3.674851730465888977e-02,3.574524447321891785e-02,4.276172444224357605e-02,7.206144473451481236e-01,2.598514767943633785e-01,7.415974850622748527e-01,7.541461389556974870e-01,7.462790765678779525e-01,6.080880391416751962e-01,2.450286451294373113e-01,6.198632564693076219e-01,5.354056946442924403e-01,3.090239626817872232e-01,5.497429401052200681e-01
1.700000000000000000e+01,9.985883533954620361e-02,6.562634332860688424e-01,8.638666570186614990e-02,6.113439120926396075e-01,1.000000000000000021e-03,4.190009087324142456e-02,1.868548220954835415e-03,3.527464717626571655e-02,3.398967161774635315e-02,3.789848461747169495e-02,7.996649518754078700e-01,1.119761107954475067e-02,7.981383094371996556e-01,7.918157913061401043e-01,8.131501853242850686e-01,4.608766734600067139e-02,1.136414613574743271e-02,3.550718352198600769e-02,3.487825393676757812e-02,4.222561419010162354e-02,7.232544726124449097e-01,2.176105458086430022e-01,7.511944002617723104e-01,7.601519965690596292e-01,7.496336001970819174e-01,6.060955311606476270e-01,2.409211008098229023e-01,6.180166933842203836e-01,5.330783011017390383e-01,3.153613053910199748e-01,5.473645476522291942e-01
1.800000000000000000e+01,1.032845973968505859e-01,6.505882177558420798e-01,8.590980619192123413e-02,6.076713297443301354e-01,1.000000000000000021e-03,5.380205065011978149e-02,4.513541702181100845e-03,4.256981983780860901e-02,3.681788221001625061e-02,4.649809375405311584e-02,7.946531888144378053e-01,-6.169378888021846002e-02,7.928451323836090969e-01,7.886356319306582208e-01,8.075634976196449655e-01,5.543875694274902344e-02,1.364440005272626877e-02,4.002592340111732483e-02,3.686116263270378113e-02,4.880516976118087769e-02,7.149027969230639101e-01,6.025048298701657368e-02,7.457285277137841728e-01,7.578575104726719136e-01,7.428580242265058198e-01,5.913539650379651125e-01,1.965732263685357750e-01,6.070143739271542938e-01,5.235228496389134900e-01,2.582708846844795625e-01,5.406114667769919002e-01
1.900000000000000000e+01,1.075215190649032593e-01,6.475275145498616824e-01,9.782078862190246582e-02,5.937920498099903410e-01,1.000000000000000021e-03,4.993057250976562500e-02,1.752794254571199417e-03,4.061662778258323669e-02,3.553989902138710022e-02,4.376230388879776001e-02,7.948115268265166788e-01,2.923302451139848934e-02,7.906183611719928006e-01,7.880625773725984384e-01,8.095126685233315911e-01,5.757794901728630066e-02,1.079342607408761978e-02,4.447395727038383484e-02,3.804571554064750671e-02,5.209893733263015747e-02,7.181809375436163378e-01,2.932849692941020825e-01,7.396581406242545009e-01,7.510241078002155568e-01,7.385440028240892740e-01,6.035822356578975922e-01,2.440973036743298852e-01,6.159156398885334838e-01,5.236898147081058275e-01,2.977429959880230070e-01,5.390678136837190326e-01
2.000000000000000000e+01,1.048055738210678101e-01,6.506299632938485900e-01,9.358727931976318359e-02,5.985306763677288311e-01,1.000000000000000021e-03,4.432879015803337097e-02,9.315353236161172390e-04,3.972040861845016479e-02,3.716896101832389832e-02,3.952138125896453857e-02,8.017765361678930169e-01,2.525079299592284873e-02,7.985025803188471327e-01,7.938072166145947461e-01,8.166771021407318587e-01,5.054166167974472046e-02,9.372802451252937317e-03,4.296629130840301514e-02,3.986291587352752686e-02,4.648163542151451111e-02,7.234443902464964271e-01,3.567469470088060479e-01,7.501789686415203384e-01,7.584914060527369051e-01,7.465473740225604393e-01,5.962331513919546522e-01,2.439154850743641689e-01,6.101790622955821641e-01,5.196862163971829318e-01,3.098609187559865363e-01,5.364910638191587866e-01
2.100000000000000000e+01,9.830283373594284058e-02,6.606791120642645510e-01,8.561008423566818237e-02,6.104494699696944027e-01,5.000000000000000104e-04,4.098936915397644043e-02,1.538280281238257885e-03,3.481181710958480835e-02,3.330122679471969604e-02,3.751456737518310547e-02,8.045842810344188134e-01,7.400351936522391212e-03,8.020946927468566301e-01,7.955850771435823976e-01,8.178495861824118807e-01,4.585341364145278931e-02,1.103801466524600983e-02,3.623929992318153381e-02,3.460146486759185791e-02,4.280684515833854675e-02,7.192272013350226034e-01,1.938898175457893780e-01,7.529390189091305086e-01,7.609379189137216448e-01,7.444572356373926336e-01,6.048977091805295414e-01,2.452300610203562714e-01,6.183508634771008872e-01,5.265680655479586525e-01,3.202873236825007908e-01,5.429064713545496135e-01
2.200000000000000000e+01,9.824991226196289062e-02,6.628124876689762690e-01,8.443614840507507324e-02,6.124311466592148312e-01,5.000000000000000104e-04,4.028742760419845581e-02,8.470903267152607441e-04,3.468970581889152527e-02,3.321380168199539185e-02,3.656167164444923401e-02,8.072347690137063880e-01,-2.468317909744478442e-02,8.024045985862203745e-01,7.964623797235351743e-01,8.209830244746720851e-01,4.664075747132301331e-02,1.036692783236503601e-02,3.612290322780609131e-02,3.496974334120750427e-02,4.346483945846557617e-02,7.220888113395226293e-01,1.204560201141329917e-01,7.527026630942874608e-01,7.607924429935583044e-01,7.461005264541705762e-01,6.129630073137415369e-01,2.276197947405745325e-01,6.260821655162888133e-01,5.323690670505730749e-01,3.104701601831817981e-01,5.494656892495910494e-01
2.300000000000000000e+01,9.795926511287689209e-02,6.643102446086944779e-01,8.455300331115722656e-02,6.138428165740241749e-01,5.000000000000000104e-04,3.997408971190452576e-02,8.845849079079926014e-04,3.443201258778572083e-02,3.294244408607482910e-02,3.612354025244712830e-02,8.086723044801948923e-01,-2.484147526677715073e-02,8.033738939531831491e-01,7.973900234117587971e-01,8.223054794877160401e-01,4.608183726668357849e-02,1.062995381653308868e-02,3.569985181093215942e-02,3.452457860112190247e-02,4.291377216577529907e-02,7.219626321666056112e-01,1.065858649824917848e-01,7.540537094354002878e-01,7.620066955118353080e-01,7.470497656224281968e-01,6.191283617176820409e-01,2.413615787476613428e-01,6.310189867702655775e-01,5.379671982868478031e-01,3.226783395540787636e-01,5.538974250413538636e-01
2.400000000000000000e+01,1.007331162691116333e-01,6.608791155197984990e-01,8.443631231784820557e-02,6.163786842373478736e-01,5.000000000000000104e-04,4.406400024890899658e-02,8.823387906886637211e-04,3.781872987747192383e-02,3.650194033980369568e-02,4.121020063757896423e-02,8.081735660583760916e-01,1.179069783353212109e-02,8.038714241504993918e-01,7.974377808041200888e-01,8.214939724783731911e-01,4.891689866781234741e-02,1.054009702056646347e-02,3.690400347113609314e-02,3.703849017620086670e-02,4.648830741643905640e-02,7.164270994727665043e-01,8.120998042664911987e-02,7.540901416746762509e-01,7.630295639134656582e-01,7.444708083502170615e-01,6.226101878270680068e-01,2.158631537501860820e-01,6.327462723128307598e-01,5.442758855059822709e-01,3.033177407932644565e-01,5.586625288383341159e-01
2.500000000000000000e+01,1.064447388052940369e-01,6.561842348943364156e-01,8.781673014163970947e-02,6.157539894813328640e-01,5.000000000000000104e-04,4.923917725682258606e-02,1.529498258605599403e-03,4.209136217832565308e-02,4.007788747549057007e-02,4.596562311053276062e-02,7.997928914906494713e-01,-3.343035000855146266e-02,7.999829458713421104e-01,7.950765136381084952e-01,8.139644371855854210e-01,5.289777740836143494e-02,1.138344779610633850e-02,4.010044410824775696e-02,4.006226360797882080e-02,4.982136934995651245e-02,7.036316564018234576e-01,-5.436775966885187827e-03,7.524326820537431404e-01,7.627094559848980326e-01,7.368529586653328467e-01,6.102222469819414963e-01,1.740997900070226367e-01,6.235631306941897822e-01,5.358124105626932421e-01,2.687668482349966359e-01,5.523463206080555521e-01
2.600000000000000000e+01,1.053711771965026855e-01,6.597086817219628418e-01,9.712661057710647583e-02,6.007555568579353578e-01,2.500000000000000052e-04,4.745922237634658813e-02,1.217289012856781483e-03,3.725938498973846436e-02,3.508178889751434326e-02,4.327768459916114807e-02,8.065647352352869337e-01,2.723384861225988662e-02,8.027623755657364857e-01,7.979671650413471262e-01,8.210146272346380281e-01,5.659446492791175842e-02,1.007017958909273148e-02,4.081147909164428711e-02,3.796930983662605286e-02,5.325272306799888611e-02,7.215742529107049830e-01,2.773132042759480220e-01,7.514147257638200683e-01,7.599612579800683054e-01,7.427236707959290474e-01,6.103768779159900459e-01,2.498278619941577960e-01,6.233078517678481978e-01,5.213518524455774683e-01,3.087131905231731421e-01,5.387785796797729398e-01
2.700000000000000000e+01,9.659595042467117310e-02,6.684291043423136180e-01,8.434454351663589478e-02,6.139632910750564276e-01,2.500000000000000052e-04,3.894227743148803711e-02,8.824609685689210892e-04,3.398807346820831299e-02,3.254447132349014282e-02,3.531051427125930786e-02,8.129719278525787685e-01,8.360582293165819828e-04,8.062642760192368918e-01,7.998085022524183962e-01,8.263752182553304459e-01,4.663475230336189270e-02,1.033224444836378098e-02,3.592963889241218567e-02,3.446425125002861023e-02,4.334533959627151489e-02,7.204993279617795121e-01,1.353915633248223838e-01,7.540804236794413917e-01,7.626781083179725584e-01,7.449710810597940380e-01,6.156882200908974090e-01,2.423452668400950805e-01,6.281765085836729101e-01,5.287471359072626331e-01,3.224232786807381124e-01,5.461195953535734615e-01
2.800000000000000000e+01,9.769959747791290283e-02,6.679056178059892268e-01,8.383741974830627441e-02,6.173181717192300910e-01,2.500000000000000052e-04,4.217623919248580933e-02,9.968740632757544518e-04,3.701014071702957153e-02,3.603415563702583313e-02,3.886735811829566956e-02,8.091530547723397859e-01,3.531953576341494150e-02,8.058440339586933066e-01,7.995535630810283179e-01,8.227225261331265749e-01,4.745924845337867737e-02,1.018584892153739929e-02,3.643918409943580627e-02,3.678041324019432068e-02,4.443409666419029236e-02,7.130746043166162895e-01,1.840949570582398609e-01,7.548710033928136554e-01,7.641128878600094154e-01,7.428171852156996158e-01,6.229877413902908945e-01,2.372195569070878751e-01,6.345968336885646766e-01,5.375791672012045774e-01,3.243281113189265263e-01,5.534756382266776686e-01
2.900000000000000000e+01,9.663437306880950928e-02,6.700103165073917344e-01,8.418057858943939209e-02,6.163922064273636980e-01,2.500000000000000052e-04,3.868552297353744507e-02,1.305165234953165054e-03,3.379821404814720154e-02,3.259532898664474487e-02,3.507804870605468750e-02,8.143056032072010231e-01,2.778081613841384143e-04,8.072807898753787681e-01,8.006951084698523680e-01,8.276285073782391200e-01,4.683944955468177795e-02,1.119142770767211914e-02,3.573069721460342407e-02,3.471554070711135864e-02,4.352540150284767151e-02,7.187321241870638922e-01,9.797602639547292602e-02,7.545407331691443842e-01,7.631255064974217239e-01,7.441869757287811193e-01,6.281612471346933457e-01,2.307145588568889627e-01,6.398554144088621776e-01,5.387791904239427332e-01,3.180359970002711867e-01,5.557980691446152699e-01
3.000000000000000000e+01,9.792583435773849487e-02,6.661406023498666062e-01,8.840501308441162109e-02,6.073376738129091512e-01,2.500000000000000052e-04,4.041809216141700745e-02,7.045640959404408932e-04,3.524157032370567322e-02,3.336388617753982544e-02,3.680395707488059998e-02,8.113605724848476086e-01,-5.670000755949088610e-03,8.058599685442314753e-01,8.005529613897504060e-01,8.249428274818366713e-01,4.832184314727783203e-02,1.010574493557214737e-02,3.812012448906898499e-02,3.604034706950187683e-02,4.527658224105834961e-02,7.216020514380668827e-01,1.935161346547684125e-01,7.537250962125614517e-01,7.617994363721792839e-01,7.445165137689594426e-01,6.205520217759610269e-01,2.406594192879261129e-01,6.317836158584527739e-01,5.293004341551343916e-01,3.121556590237075657e-01,5.458196877599310604e-01
3.100000000000000000e+01,9.567657113075256348e-02,6.718924279003457567e-01,8.506376296281814575e-02,6.146521291746959159e-01,1.250000000000000026e-04,3.857581317424774170e-02,7.451151032000780106e-04,3.349932283163070679e-02,3.237971663475036621e-02,3.502232208847999573e-02,8.149966958823490204e-01,1.817777466810603301e-02,8.085446096139790040e-01,8.019809463675459105e-01,8.283545308925363004e-01,4.655680060386657715e-02,1.026208698749542236e-02,3.517737612128257751e-02,3.424687683582305908e-02,4.331753402948379517e-02,7.194942992561198514e-01,1.532921409893384102e-01,7.555238276040810996e-01,7.638642057064595203e-01,7.448952753140902772e-01,6.286147635692143076e-01,2.426129279227084712e-01,6.396956368276116578e-01,5.364004129627294448e-01,3.250254470596466438e-01,5.529229000019362239e-01
3.200000000000000000e+01,9.615490585565567017e-02,6.723636969966376720e-01,8.374721556901931763e-02,6.170359147339855577e-01,1.250000000000000026e-04,3.852242603898048401e-02,7.511175354011356831e-04,3.356309607625007629e-02,3.232736140489578247e-02,3.494702652096748352e-02,8.158391674142172478e-01,-1.858446272897046683e-02,8.087380193264305239e-01,8.020642984691517263e-01,8.290118274804780807e-01,4.645084962248802185e-02,1.055290643125772476e-02,3.524860367178916931e-02,3.420282155275344849e-02,4.310456663370132446e-02,7.192614017801168824e-01,6.077749360194018013e-02,7.555978137004435435e-01,7.640775328491160590e-01,7.450736384525163958e-01,6.270856104707474010e-01,2.330526964107536292e-01,6.385468464547637835e-01,5.370886786071331631e-01,3.196209866642100161e-01,5.539061764095603024e-01
3.300000000000000000e+01,9.585952013731002808e-02,6.729037806536144473e-01,8.369081467390060425e-02,6.170026905479147894e-01,1.250000000000000026e-04,3.846682235598564148e-02,8.911777404136955738e-04,3.374113515019416809e-02,3.250057622790336609e-02,3.483629599213600159e-02,8.162251993392064531e-01,-3.151810014687465855e-02,8.090081892193387025e-01,8.023391659667898912e-01,8.294026563748587710e-01,4.689390957355499268e-02,1.074288133531808853e-02,3.513075411319732666e-02,3.434481844305992126e-02,4.342003911733627319e-02,7.182817530887766200e-01,2.043209329147641085e-02,7.548687942136659279e-01,7.638059123423289742e-01,7.440501837017706732e-01,6.289876290461248187e-01,2.338314799625758333e-01,6.398482577557766948e-01,5.377928249951240414e-01,3.200929946149648764e-01,5.540129914008833367e-01
